"Case#","Date","Time","Description","Location","Date_Time","Notes","Hour","Minute","Year","Time_Numeric","Type"
"210503","2021 11 21","0629","Suspicious Person/Activity/Circumstances, Damage to Property","Grove Lot",2021-11-21 06:29:00,"Notes: A CSO on patrol encountered an improperly parked vehicle in the Grove Lot. The vehicle was parked in such a way that it was blocking in a vehicle in a designated parking space. There was an individual at the passenger side of the blocked vehicle and another standing at the rear of the vehicle with the hatch up. When the individuals saw the CSO approaching they abandoned their activities and reentered the improperly parked vehicle, quickly exiting the parking lot. The CSO then approached the remaining vehicle and observed that the steering column had been destroyed and that there was drug paraphernalia inside the vehicle. Dispatch contacted the Portland Police Bureau for further follow up.",6,29,2021,6.48333333333333,"Incident"
"210504","2021 11 21","1305","Theft from Structure","HCC",2021-11-21 13:05:00,"Notes: A CSO on break was walking past the COVID-19 overflow tent outside of the HCC when they noticed that the black power inverter, normally bolted to the asphalt, was missing. It was unknown at the time of the report whether or not the Reed Facilities team had removed the inverter. It was later confirmed as stolen by Facilities.",13,5,2021,13.0833333333333,"Incident"
"210505","2021 11 21","1516","Theft from Structure","Student Center",2021-11-21 15:16:00,"Notes: A CSO responded to a theft report at the Student Center. Upon arrival, the CSO met with a student who reported that a speaker was missing from the building. The student had last seen the speaker the prior Sunday.",15,16,2021,15.2666666666667,"Incident"
"210506","2021 11 21","1804","Medical Assist - Other","Residence Hall",2021-11-21 18:04:00,"Notes: A CSO responded to a request for medical assistance at a residence hall. The CSO met with a student who had a wound bandaged in gauze. The CSO received permission to assist the student with their injury and removed the gauze to inspect the wound. The student stated that they had been showing off a knife trick to their friends when they received the injury. The CSO rebandaged the student and suggested they have the wound inspected at the HCC if the student felt it was necessary. The student determined that no further medical care was needed and thanked the CSO for their assistance. The CSO provided the student with a pink card containing emergency numbers in case the student should need to follow up further.  ",18,4,2021,18.0666666666667,"Incident"
"210483","2021 11 08","1631","Medical Assist - Other ","PAB",2021-11-08 16:31:00,"Notes: A CSO responded to a request for medical assistance in the PAB and deterined that a student required first aid for an injury. After applying initial first aid and assessing the injury, the CSO recommended the student be seen at a nearby medical facility for further treatment. The CSO provided the student with a vehicle escort to 28 West to wait for the taxi.",16,31,2021,16.5166666666667,"Incident"
"210485","2021 11 10","1612","Evidence of Drug Use","MacNaughton",2021-11-10 16:12:00,"Notes: A CSO responded to a report of the odor of cannabis on the second floor of MacNaughton. Upon arrival to the second floor, the CSO did note the faint odor of cannabis, but the odor was too diffuse to locate the source.",16,12,2021,16.2,"Incident"
"210486","2021 11 12","0235","Medical Amnesty/Medical Assist - Other","Residence Hall",2021-11-12 02:35:00,"Notes: CSOs responded to a request for medical assistance in a residence hall. CSOs met with three students, one of whom was experiencing medical distress. The student in distress reported having ingested both alcohol and cannabis but felt their symptoms were unrelated to their intoxication. The CSOs determined that the student did not need immediate emergency medical care and after approximately 30 minutes the student’s symptoms began to subside. The CSOs advised the student to contact Community Safety should their symptoms return or other assistance was needed and then cleared the call.",2,35,2021,2.58333333333333,"Incident"
"210487","2021 11 14","0954","Theft from Vehicle","North Lot",2021-11-14 09:54:00,"Notes: A CSO responded to a report of a stolen catalytic converter. The CSO met with a student in the North Lot where their vehicle had been parked two days prior. The student reported that when they returned to their vehicle that morning, they discovered that their catalytic converter had been removed. The student stated that this was the second time their vehicle had been tampered with and they discussed with the CSO the possibility of security cameras being placed around campus. ",9,54,2021,9.9,"Incident"
"210488","2021 11 14","1028","Theft from Vehicle","Reed College Apartments",2021-11-14 10:28:00,"Notes: A CSO responded to the Reed College Apartments to take a theft report. The CSO met with a student who reported that their stereo faceplate, registration, and insurance information had been stolen from their vehicle. The student expressed that this was the second vehicle break-in they had experienced and was concerned about the recurring thefts in the area. The CSO sympathized with the student and cleared from the call.",10,28,2021,10.4666666666667,"Incident"
"210474","2021 11 01","0324","Theft of Motor Vehicle","Birchwood Apartments",2021-11-01 03:24:00,"Notes: A CSO responded to a vehicle theft report at the Birchwood Apartments. The CSO met with a student who reported that their missing vehicle had last been seen at approximately 7pm the day before. Portland Police were called to file a report.",3,24,2021,3.4,"Incident"
"210475","2021 11 01","2310","Maintenance Issue","Scholz",2021-11-01 23:10:00,"Notes: A CSO on patrol was approached by a student who stated that the lock to their residence was broken and they required assistance getting into their room. The student reported that they had left their residence for approximately 10 minutes and upon return had discovered that the keyhole unit part of the door had been removed. Facilities was contacted for urgent repairs to the door.",23,10,2021,23.1666666666667,"Incident"
"210476","2021 11 01","2255","Suspicious Circumstances","Library",2021-11-01 22:55:00,"Notes: A CSO responded to a report of the odor of “something burning” in the library. The CSO noted the odor upon entering the building and met with a library staff member who directed them to where the odor became more prominent. The CSO continued to follow the odor up to the third floor where they encountered a custodial staff member who had found the source of the odor and led the CSO to a microwave. Inside the microwave appeared to be a non-food item that had been burnt to ashes. The custodial staff member cleaned out the microwave and the CSO cleared the call. ",22,55,2021,22.9166666666667,"Incident"
"210477","2021 11 03","0956","Medical Assist - Other","Residence Hall",2021-11-03 09:56:00,"Notes: A CSO responded to a request for medical assistance in a residence hall. Upon arrival, the CSO met with a student who reported that they had passed out and were not sure why. The CSO recommended the student be seen at the Health and Counseling Center (HCC) and the student agreed. The CSO provided the student with a ride to the HCC.",9,56,2021,9.93333333333333,"Incident"
"210478","2021 11 04","1920","Medical Assist - Other","Residence Hall",2021-11-04 19:20:00,"Notes: CSOs responded to a request for medical assistance in a residence hall. Upon arrival, the CSOs met with a student possibly experiencing a medical emergency. Based on the student’s report, the CSOs recommended the student call a medical professional for advice, which they did. The medical professional recommended the student be seen at a medical care facility for further assessment. The CSOs provided the student with a vehicle escort to 28 West where Dispatch had arranged for a taxi to transport the student. One CSO returned to their duties while the other CSO remained with the student until the taxi arrived.",19,20,2021,19.3333333333333,"Incident"
"210479","2021 11 06","0017","Information Only","Eliot Hall",2021-11-06 00:17:00,"Notes: CSOs responded to an emergency call received by Dispatch from a phone in Eliot Hall. The CSOs located the phone and after a thorough search of the area did not locate anybody in the vicinity. The CSOs performed a building walk through and ensured all doors were locked before exiting and continuing on their patrols. ",0,17,2021,0.283333333333333,"Incident"
"210480","2021 11 06","2302","Information Only","Biology",2021-11-06 23:02:00,"Notes: A CSO on patrol near the Biology/Physics breezeway encountered a bike tire still secured to the bike rack with a U-Lock, but the rest of the bike was missing. There was also a cable lock attached to the U-Lock but the CSO observed that the cable lock had been severed.",23,2,2021,23.0333333333333,"Incident"
"210481","2021 11 07","0100","Student Concern","Campus",2021-11-07 01:00:00,"Notes: A CSO responded to a request for assistance from a student experiencing emotional distress. The CSO provided the student with a vehicle escort to 28 West where the student could connect with the resources they needed. After reaching out to support resources, the student ultimately requested to return to their residence where they felt they could wait until hearing from an Area Coordinator for further assistance. The CSO provided the student with a ride to their residence then resumed their patrols.",1,0,2021,1,"Incident"
"210482","2021 11 07","2343","Graffiti","GCC",2021-11-07 23:43:00,"Notes: A CSO on patrol encountered new graffiti in a lower level GCC bathroom that warranted removal. Building Services has been contacted for clean up.",23,43,2021,23.7166666666667,"Incident"
"210437","2021 10 18","0139","Evidence of Drug Use","Russian House",2021-10-18 01:39:00,"Notes: A CSO on patrol encountered the faint odor of cannabis on the first floor of the Russian house but was unable to determine the source.",1,39,2021,1.65,"Incident"
"210438","2021 10 18","0906","Theft from Vehicle","West Lot",2021-10-18 09:06:00,"Notes: A CSO met a Reed staff member in the West Lot to take a theft report. The staff member reported that their front passenger side window had been shattered and some of the contents of their vehicle had been stolen. The CSO took a full report and also recommended the staff member file a report with the Portland Police Bureau.",9,6,2021,9.1,"Incident"
"210439","2021 10 18","1439","Animal Issue","Aspen",2021-10-18 14:39:00,"Notes: A deer carcass left outside of Aspen attracted the attention of a coyote. The coyote did not appear to be deterred by the presence of people. CS notified grounds and facilities so that they could determine the best way to handle the situation.",14,39,2021,14.65,"Incident"
"210440","2021 10 19","0422","Graffiti","Prexy",2021-10-19 04:22:00,"Notes: A CSO on patrol encountered new graffiti on the Prexy steps and on a generator on the north side of the building. Building Services has been contacted for clean up.",4,22,2021,4.36666666666667,"Incident"
